"25A","17","21",MARKET,STREET,BOX HILL,"3128"
"201","544","",WHITEHORSE,ROAD,SURREY HILLS,"3127"
"4","4","",WEST,STREET,NUNAWADING,"3131"
"3","19","",MULLUM MULLUM,ROAD,RINGWOOD,"3134"
"","12A","",BISHOP,STREET,OAKLEIGH,"3166"
"105","20","",WEIR,STREET,BALWYN,"3103"
"207","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"1","4","",DOWNING,STREET,BLACKBURN,"3130"
"","13","",HENLEY,STREET,BALWYN,"3103"
"9","12","",WOOD,STREET,NUNAWADING,"3131"
"","2B","",GRANDVIEW,ROAD,BOX HILL SOUTH,"3128"
"","6A","",TARELLA,DRIVE,MOUNT WAVERLEY,"3149"
"13","1","",ROYTON,STREET,BURWOOD EAST,"3151"
"2","29","",BARLYN,ROAD,MOUNT WAVERLEY,"3149"
"1","499","",HIGHBURY,ROAD,BURWOOD EAST,"3151"
"1","1","",SAGE,STREET,OAKLEIGH EAST,"3166"
"2","50","",LEBANON,CRESCENT,MULGRAVE,"3170"
"4","34","",GOLF LINKS,AVENUE,OAKLEIGH,"3166"
"","3","",KING,STREET,GLEN IRIS,"3146"
"53","227","235",SPRINGVALE,ROAD,GLEN WAVERLEY,"3150"
"10","20","22",NEWPORT,ROAD,CLAYTON SOUTH,"3169"
"222","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"125","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"2","645","",CANTERBURY,ROAD,VERMONT,"3133"
"10","85","",WHITEHORSE,ROAD,BLACKBURN,"3130"
"107","12","",WOOD,STREET,NUNAWADING,"3131"
"","636","638",BLACKBURN,ROAD,NOTTING HILL,"3168"
"3","13","",SIMPSONS,ROAD,BOX HILL,"3128"
"201","4","",CLARKSON,COURT,CLAYTON,"3168"
"106","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"3","19","21",HANOVER,STREET,OAKLEIGH,"3166"
"2","18","",HIDDLESTON,AVENUE,BOX HILL SOUTH,"3128"
"2","4","",ASCOT,STREET,DONCASTER EAST,"3109"
"2","9","",BATESFORD,ROAD,CHADSTONE,"3148"
"19","153","155",ROOKS,ROAD,VERMONT,"3133"
"1","12","",THE HIGHWAY,,MOUNT WAVERLEY,"3149"
"","20","",CENTRE,ROAD,VERMONT,"3133"
"18","153","155",ROOKS,ROAD,VERMONT,"3133"
"1","35","",SOLOMON,STREET,MOUNT WAVERLEY,"3149"
"4","51","",TALFORD,STREET,DONCASTER EAST,"3109"
"7","51","",TALFORD,STREET,DONCASTER EAST,"3109"
"10","416","420",FERNTREE GULLY,ROAD,NOTTING HILL,"3168"
"12","51","",TALFORD,STREET,DONCASTER EAST,"3109"
"","1A","",GRANVILLE,STREET,CAMBERWELL,"3124"
"3","45","",MILTON,AVENUE,CLAYTON SOUTH,"3169"
"3","9","11",MURDOCK,STREET,CLAYTON SOUTH,"3169"
"8","8","",SAXONWOOD,DRIVE,VERMONT SOUTH,"3133"
"301","160","",UNION,ROAD,SURREY HILLS,"3127"
"","18","",JUNIPER,AVENUE,GLEN WAVERLEY,"3150"
"","29","",MURDO,ROAD,CLAYTON,"3168"
"206","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"309","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"106","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"306","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"307","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"505","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"209","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"2","3","",BELEURA,GROVE,CLAYTON,"3168"
"117","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"115","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"2","16","",KOROIT,STREET,NUNAWADING,"3131"
"","72","",NUNGERNER,STREET,BALWYN,"3103"
"109","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"2","53","55",CANTERBURY,ROAD,BLACKBURN,"3130"
"2","23","",STATESMAN,AVENUE,BURWOOD EAST,"3151"
"101","20","",WEIR,STREET,BALWYN,"3103"
"5","36","38",HAMEL,STREET,BOX HILL SOUTH,"3128"
"","5","",ALLISON,ROAD,FOREST HILL,"3131"
"217","2","",CLARKSON,COURT,CLAYTON,"3168"
"1","131","",HUNTINGDALE,ROAD,OAKLEIGH,"3166"
"307","6","",CLARKSON,COURT,CLAYTON,"3168"
"208","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"407","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"314","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"101B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"106B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"","2","",ORMOND,ROAD,CLAYTON,"3168"
"206B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"211B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"212B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"","16","",ELLENDALE,STREET,BALWYN NORTH,"3104"
"41","1","",EUCALYPTUS,MEWS,NOTTING HILL,"3168"
"303","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"3","53","55",CANTERBURY,ROAD,BLACKBURN,"3130"
"2","68","",KANOOKA,GROVE,CLAYTON,"3168"
"15","212","220",CLAYTON,ROAD,CLAYTON,"3168"
G21,"660","",BLACKBURN,ROAD,NOTTING HILL,"3168"
"1","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"","11","",GREAT RYRIE,STREET,RINGWOOD,"3134"
"","670","",SPRINGVALE,ROAD,MULGRAVE,"3170"
"1","30","",MORTON,STREET,CLAYTON,"3168"
"2","91","",CLAYTON,ROAD,OAKLEIGH EAST,"3166"
"317","33","",HARROW,STREET,BOX HILL,"3128"
"","58","",HILLTOP,CRESCENT,BURWOOD EAST,"3151"
"108","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"237","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"110","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"116","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"227C","242","",JELLS,ROAD,WHEELERS HILL,"3150"
"503","19","21",POPLAR,STREET,BOX HILL,"3128"
"3","26","",HEATHMONT,ROAD,RINGWOOD,"3134"
"","2F","",ARCADIA,STREET,BOX HILL SOUTH,"3128"
"","38","",VISION,STREET,CHADSTONE,"3148"
"","4","6",LIVERPOOL,STREET,MULGRAVE,"3170"
"1","2","",GARDEN,STREET,RINGWOOD,"3134"
"1","7","",NICOLE,STREET,MOUNT WAVERLEY,"3149"
"","12B","",BISHOP,STREET,OAKLEIGH,"3166"
"15","1866","",DANDENONG,ROAD,CLAYTON,"3168"
"","3A","",PADUA,COURT,GLEN WAVERLEY,"3150"
"304","4","",CLARKSON,COURT,CLAYTON,"3168"
"","16","",ADELAIDE,AVENUE,MOUNT WAVERLEY,"3149"
"14","740","",STATION,STREET,BOX HILL,"3128"
"","14A","",ENDEAVOUR,STREET,MITCHAM,"3132"
"1","493","",MITCHAM,ROAD,MITCHAM,"3132"
"2","493","",MITCHAM,ROAD,MITCHAM,"3132"
"101","5","7",DIXON,STREET,CLAYTON,"3168"
G1,"10","",ARNOTT,STREET,CLAYTON,"3168"
"201","5","7",DIXON,STREET,CLAYTON,"3168"
"111","10","",ARNOTT,STREET,CLAYTON,"3168"
"202","5","7",DIXON,STREET,CLAYTON,"3168"
"","33","",GARDEN,ROAD,CLAYTON,"3168"
"7B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"8B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"204B","57","",MIDDLEBOROUGH,ROAD,BURWOOD,"3125"
"1","4B","",WORDSWORTH,AVENUE,CLAYTON SOUTH,"3169"
"213","19","21",HANOVER,STREET,OAKLEIGH,"3166"
"8","1","",ROYTON,STREET,BURWOOD EAST,"3151"
"212","42","44",WELLINGTON,ROAD,CLAYTON,"3168"
"303","8","",ELLINGWORTH,PARADE,BOX HILL,"3128"
"","89","",MORTON,ROAD,ASHWOOD,"3147"
"39","227","235",SPRINGVALE,ROAD,GLEN WAVERLEY,"3150"
"206","160","",UNION,ROAD,SURREY HILLS,"3127"
"10","8","",SAXONWOOD,DRIVE,VERMONT SOUTH,"3133"
"2","21","",ALEXANDER,AVENUE,OAKLEIGH EAST,"3166"
"","24","",KURRAJONG,AVENUE,GLEN WAVERLEY,"3150"
"","5","",STALLION,AVENUE,DONCASTER,"3108"
"4","1","",FIRTH,STREET,DONCASTER,"3108"
"2","10","",RAE,STREET,CHADSTONE,"3148"
"","50","",MORELLO,CIRCLE,DONCASTER EAST,"3109"
"16","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"2","131","",HUNTINGDALE,ROAD,OAKLEIGH,"3166"
"316","4","",POWER,AVENUE,ASHWOOD,"3147"
"","9","",GEDYE,STREET,DONCASTER EAST,"3109"
"514","4","",POWER,AVENUE,ASHWOOD,"3147"
"309","4","",POWER,AVENUE,ASHWOOD,"3147"
"3","24","",HOPETOUN,STREET,MITCHAM,"3132"
"111","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"3","57","",HEATHMONT,ROAD,RINGWOOD,"3134"
"204","177","",SURREY,ROAD,BLACKBURN,"3130"
"1","38","40",WORDSWORTH,AVENUE,CLAYTON SOUTH,"3169"
"216","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"9","7","",GOLF LINKS,AVENUE,OAKLEIGH,"3166"
"20","32","",ADRIAN,STREET,CHADSTONE,"3148"
"1","30","",WINTON,STREET,BURWOOD,"3125"
"1","46","",VERMONT,STREET,GLEN WAVERLEY,"3150"
"","33","",HIGH,STREET,MONT ALBERT,"3127"
"","34","",ELLSWORTH,CRESCENT,CAMBERWELL,"3124"
"209","60","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"1","16","",MARYKIRK,DRIVE,WHEELERS HILL,"3150"
"1","7","",NORRIS,STREET,SURREY HILLS,"3127"
"","48B","",ROSE,AVENUE,GLEN WAVERLEY,"3150"
"","4","",EVA,STREET,CLAYTON,"3168"
"","14","",FOLIAGE,WAY,DONCASTER,"3108"
"","30","",VERDANT,CRESCENT,DONCASTER,"3108"
"217","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"2","16","",ELIZABETH,STREET,OAKLEIGH EAST,"3166"
"5","498","",CLAYTON,ROAD,CLAYTON SOUTH,"3169"
"29","288","",WHITEHORSE,ROAD,NUNAWADING,"3131"
"15","227","235",SPRINGVALE,ROAD,GLEN WAVERLEY,"3150"
"","46A","",DUBLIN,STREET,OAKLEIGH EAST,"3166"
"","27A","",JOYHILL,AVENUE,BOX HILL SOUTH,"3128"
"","19B","",WILMA,AVENUE,MULGRAVE,"3170"
"","21","",GLENVALE,CRESCENT,MULGRAVE,"3170"
"1","25","",ROCHDALE,DRIVE,BURWOOD EAST,"3151"
"203","2","",QUEEN,STREET,BLACKBURN,"3130"
"103","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"201","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"207","2","",QUEEN,STREET,BLACKBURN,"3130"
"","18","",ROYALTY,STREET,CLAYTON,"3168"
"301","270","",CANTERBURY,ROAD,FOREST HILL,"3131"
"9","6","",PARK VIEW,COURT,FOREST HILL,"3131"
"1","50","",GOODWIN,STREET,BLACKBURN,"3130"
"1B","7","",HILLCREST,AVENUE,CHADSTONE,"3148"
"132","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"","38","40",HAUGHTON,ROAD,OAKLEIGH,"3166"
"33","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"","1A","",HAYFIELD,ROAD,MOUNT WAVERLEY,"3149"
"","519A","",MITCHAM,ROAD,VERMONT,"3133"
"1","18","",CHEVIOT,ROAD,MOUNT WAVERLEY,"3149"
"2","2","",LAKE,AVENUE,MITCHAM,"3132"
"","27A","",CRESSWELL,CRESCENT,MITCHAM,"3132"
"","6","",LEAMINGTON,CRESCENT,GLEN WAVERLEY,"3150"
"317","660","",BLACKBURN,ROAD,NOTTING HILL,"3168"
"1","50","",LEBANON,CRESCENT,MULGRAVE,"3170"
"1","22","",RUTLAND,ROAD,BOX HILL,"3128"
"","2A","4",DUFFY,STREET,BURWOOD,"3125"
"1","462","",CANTERBURY,ROAD,FOREST HILL,"3131"
"","6B","",TARELLA,DRIVE,MOUNT WAVERLEY,"3149"
"3","24","",BROWNING,AVENUE,CLAYTON SOUTH,"3169"
"1","35","",HUNTER,STREET,GLEN WAVERLEY,"3150"
"101","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
G1,"57","",KINNOULL,GROVE,GLEN WAVERLEY,"3150"
"5","19","",MULLUM MULLUM,ROAD,RINGWOOD,"3134"
"4","303","313",BURWOOD,HIGHWAY,BURWOOD,"3125"
"207","5","7",DIXON,STREET,CLAYTON,"3168"
"1","21","",PEACE,STREET,GLEN IRIS,"3146"
"104","32","",ADRIAN,STREET,CHADSTONE,"3148"
"202","629","",WAVERLEY,ROAD,GLEN WAVERLEY,"3150"
"","63","65",ATHERTON,ROAD,OAKLEIGH,"3166"
G2,"57","",KINNOULL,GROVE,GLEN WAVERLEY,"3150"
"","121B","",RAYHUR,STREET,CLAYTON SOUTH,"3169"
"201","828","",BURKE,ROAD,CAMBERWELL,"3124"
"1","38","",IRELAND,ROAD,CLAYTON SOUTH,"3169"
"5","39","45",HOWLEYS,ROAD,NOTTING HILL,"3168"
"2","4","",DEBBIE,STREET,MOUNT WAVERLEY,"3149"
"","41","",RINGWOOD,STREET,RINGWOOD,"3134"
"","12","",HINDLE,DRIVE,VERMONT,"3133"
"305","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"301","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"603","1","",WATTS,STREET,BOX HILL,"3128"
"204","2","",QUEEN,STREET,BLACKBURN,"3130"
"203","177","",SURREY,ROAD,BLACKBURN,"3130"
"109","2","",QUEEN,STREET,BLACKBURN,"3130"
"307","12","",WOOD,STREET,NUNAWADING,"3131"
"","307A","",UNION,ROAD,BALWYN,"3103"
"15","32","",ADRIAN,STREET,CHADSTONE,"3148"
F506,"175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"304","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"424","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"109","6","",CLARKSON,COURT,CLAYTON,"3168"
"1","11","",CUMBERLAND,COURT,GLEN WAVERLEY,"3150"
"2","193","195",SPRINGVALE,ROAD,NUNAWADING,"3131"
"","12","",IRVING,STREET,MOUNT WAVERLEY,"3149"
"210","19","21",HANOVER,STREET,OAKLEIGH,"3166"
"","123","",HUNTINGDALE,ROAD,OAKLEIGH,"3166"
"5","246","",BELMORE,ROAD,BALWYN,"3103"
"2","39","",LOTUS,CRESCENT,MULGRAVE,"3170"
"3","13","",STATE,STREET,OAKLEIGH EAST,"3166"
"109","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"216","347","",CAMBERWELL,ROAD,CAMBERWELL,"3124"
"103","8","",ELLINGWORTH,PARADE,BOX HILL,"3128"
G4,"629","",WAVERLEY,ROAD,GLEN WAVERLEY,"3150"
"","63A","",SWEYN,STREET,BALWYN NORTH,"3104"
"","220A","",HAWTHORN,ROAD,VERMONT SOUTH,"3133"
"","23","",MAVERSTON,STREET,GLEN IRIS,"3146"
"104","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"310","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"2","57","",HEATHMONT,ROAD,RINGWOOD,"3134"
"320","270","",CANTERBURY,ROAD,FOREST HILL,"3131"
G5,"7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"302","7","",RED HILL,TERRACE,DONCASTER EAST,"3109"
"110","42","44",WELLINGTON,ROAD,CLAYTON,"3168"
"","303","313",BURWOOD,HIGHWAY,BURWOOD,"3125"
"414","2","",ELLIOTT,STREET,ASHWOOD,"3147"
"","72","",ELLSWORTH,CRESCENT,CAMBERWELL,"3124"
"1","10","",ALEXANDER,STREET,MOUNT WAVERLEY,"3149"
"106","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"1","21","",BALDWIN,ROAD,BLACKBURN,"3130"
"3F","17","21",MARKET,STREET,BOX HILL,"3128"
"1","282","",MIDDLEBOROUGH,ROAD,BLACKBURN SOUTH,"3130"
"1","492","",MIDDLEBOROUGH,ROAD,BLACKBURN,"3130"
"1","14","",MOIRA,GROVE,GLEN WAVERLEY,"3150"
"225","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"222","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"125","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"118","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"112","629","",WAVERLEY,ROAD,GLEN WAVERLEY,"3150"
"14A","288","",WHITEHORSE,ROAD,NUNAWADING,"3131"
"1","64","",ALBERT,STREET,MOUNT WAVERLEY,"3149"
"164","242","",JELLS,ROAD,WHEELERS HILL,"3150"
"13","51","",TALFORD,STREET,DONCASTER EAST,"3109"
"","39","",JORDAN,STREET,ASHWOOD,"3147"
B,"799","807",SPRINGVALE,ROAD,MULGRAVE,"3170"
"1","24","",AMELIA,CRESCENT,DONCASTER EAST,"3109"
"","499","",HIGHBURY,ROAD,BURWOOD EAST,"3151"
"1","9","",HAYDEN,ROAD,CLAYTON SOUTH,"3169"
"1","42","",DIOSMA,CRESCENT,NUNAWADING,"3131"
"105","2","",ALBERT,AVENUE,OAKLEIGH,"3166"
G3,"46","",KANOOKA,GROVE,CLAYTON,"3168"
"","76","",ELLSWORTH,CRESCENT,CAMBERWELL,"3124"
"1","73","",PATRICK,STREET,OAKLEIGH EAST,"3166"
"3","16","",KOROIT,STREET,NUNAWADING,"3131"
"","44","",ELLSWORTH,CRESCENT,CAMBERWELL,"3124"
"313","660","",BLACKBURN,ROAD,NOTTING HILL,"3168"
"2","282","",MIDDLEBOROUGH,ROAD,BLACKBURN SOUTH,"3130"
"1","43","",GREAT WESTERN,DRIVE,VERMONT SOUTH,"3133"
"201","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"2","492","",MIDDLEBOROUGH,ROAD,BLACKBURN,"3130"
"1","4","",FRANK,STREET,VERMONT,"3133"
"1","20","",CROW,STREET,BURWOOD EAST,"3151"
"","1A","",MAY,COURT,MITCHAM,"3132"
"1","8","",TENNYSON,COURT,MULGRAVE,"3170"
"2","1193","",RIVERSDALE,ROAD,BOX HILL SOUTH,"3128"
"102A","399","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"","184","186",BURWOOD,HIGHWAY,BURWOOD,"3125"
"2","19","",SUNSHINE,AVENUE,MITCHAM,"3132"
"2","35","",MOUNT,STREET,GLEN WAVERLEY,"3150"
"","27","",GARDEN,ROAD,CLAYTON,"3168"
"","3","",VIRGINIA,STREET,MOUNT WAVERLEY,"3149"
"106","12","",WOOD,STREET,NUNAWADING,"3131"
"2","1037","",RIVERSDALE,ROAD,SURREY HILLS,"3127"
"","2","",GARDEN,STREET,RINGWOOD,"3134"
"126","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"313","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"318","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"211","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"114","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"204","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"317","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"212","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"119","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"2","50","",GOODWIN,STREET,BLACKBURN,"3130"
"110","629","",WAVERLEY,ROAD,GLEN WAVERLEY,"3150"
"1","6","",MILNE,STREET,MITCHAM,"3132"
"1","1006","",DONCASTER,ROAD,DONCASTER EAST,"3109"
"","5A","",HEDDERWICK,STREET,BALWYN NORTH,"3104"
"","401","405",HIGH STREET,ROAD,MOUNT WAVERLEY,"3149"
"107","2","",ALBERT,AVENUE,OAKLEIGH,"3166"
"105","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"302","60","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"","15","",NAPLES,STREET,BOX HILL SOUTH,"3128"
"","29A","",COLEMAN,PARADE,GLEN WAVERLEY,"3150"
"361","242","",JELLS,ROAD,WHEELERS HILL,"3150"
"119","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"166","242","",JELLS,ROAD,WHEELERS HILL,"3150"
"219","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"207","436","",BURKE,ROAD,CAMBERWELL,"3124"
UG9,"201","",WHITEHORSE,ROAD,BALWYN,"3103"
"208","436","",BURKE,ROAD,CAMBERWELL,"3124"
"212","8","",YARRA BING,CRESCENT,BURWOOD,"3125"
"","26","",LAVIDGE,ROAD,ASHWOOD,"3147"
"35","1","",EUCALYPTUS,MEWS,NOTTING HILL,"3168"
"16","201","",WHITEHORSE,ROAD,BALWYN,"3103"
"301","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"302","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"228","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"219","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"1","175","",MAROONDAH,HIGHWAY,RINGWOOD,"3134"
"1","49","",YERRIN,STREET,BALWYN,"3103"
"2","2A","",RUPERT,STREET,RINGWOOD,"3134"
"1","112","",ESDALE,STREET,NUNAWADING,"3131"
"","19","",EAGLEVIEW,WALK,DONCASTER,"3108"
"1","697","",HEATHERTON,ROAD,CLAYTON SOUTH,"3169"
"","107","",WINDELLA,CRESCENT,GLEN WAVERLEY,"3150"
"","45","",SURREY,STREET,BOX HILL SOUTH,"3128"
"206","629","",WAVERLEY,ROAD,GLEN WAVERLEY,"3150"
"3","8","",KALONGA,COURT,GLEN WAVERLEY,"3150"
"","6","",VASEY,AVENUE,MOUNT WAVERLEY,"3149"
"2","78","",PURCHES,STREET,MITCHAM,"3132"
"","50C","",JEFFREY,DRIVE,RINGWOOD,"3134"
G19,"386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
B6,"660","",BLACKBURN,ROAD,NOTTING HILL,"3168"
"2","2","",GARDEN,ROAD,CAMBERWELL,"3124"
A,"3","",GREVILLEA,COURT,FOREST HILL,"3131"
"","70A","",ZETLAND,ROAD,MONT ALBERT,"3127"
"1724","850","",WHITEHORSE,ROAD,BOX HILL,"3128"
"1","157","",ATHERTON,ROAD,OAKLEIGH,"3166"
"2001","850","",WHITEHORSE,ROAD,BOX HILL,"3128"
"1","391","",BELMORE,ROAD,BALWYN,"3103"
G2,"386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"2","442","",HAUGHTON,ROAD,CLAYTON,"3168"
"","20","",DELLAS,AVENUE,TEMPLESTOWE,"3106"
"4","18","20",BETTINA,STREET,BURWOOD EAST,"3151"
"","10","",FERNTREE,PLACE,NOTTING HILL,"3168"
G6,"5","",BROWNS,AVENUE,RINGWOOD,"3134"
"","1","",NEXUS,COURT,MULGRAVE,"3170"
"201","12","",WOOD,STREET,NUNAWADING,"3131"
"203","59","",AUTUMN,TERRACE,CLAYTON SOUTH,"3169"
"94","502","514",BURWOOD,HIGHWAY,VERMONT SOUTH,"3133"
"124","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"113","1453","1457",NORTH,ROAD,CLAYTON,"3168"
"2","30","",PITT,STREET,RINGWOOD,"3134"
"309","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
"110","154","",ELGAR,ROAD,BOX HILL SOUTH,"3128"
G22,"660","",BLACKBURN,ROAD,NOTTING HILL,"3168"
"","38","",MORELLO,CIRCLE,DONCASTER EAST,"3109"
"205","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"2","3","",BOSTON,ROAD,BALWYN,"3103"
"2","5","",FAULKINER,STREET,CLAYTON,"3168"
"4","126","",FAIRBANK,ROAD,CLAYTON SOUTH,"3169"
"2B","81","85",HEATHERDALE,ROAD,RINGWOOD,"3134"
"5","271","",CLAYTON,ROAD,CLAYTON,"3168"
"205","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"107","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"215","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"130","386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"204","5","",HANKE,ROAD,DONCASTER,"3108"
G26,"386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"","84","",ELLSWORTH,CRESCENT,CAMBERWELL,"3124"
"","21","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"3","30","",EDINBURGH,STREET,CLAYTON,"3168"
"13","1","",GREENFIELD,DRIVE,CLAYTON,"3168"
"","24B","",HILTON,STREET,MOUNT WAVERLEY,"3149"
"1","104","",THROUGH,ROAD,CAMBERWELL,"3124"
"","6","",HENDERSON,COURT,GLEN WAVERLEY,"3150"
"","293","",SPRINGVALE,ROAD,GLEN WAVERLEY,"3150"
"1","16A","",MAURICE,AVENUE,RINGWOOD,"3134"
"2","16A","",MAURICE,AVENUE,RINGWOOD,"3134"
G38,"386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"10","245","",BURKE,ROAD,GLEN IRIS,"3146"
"","30","",FINCH,STREET,NOTTING HILL,"3168"
"205","242","",JELLS,ROAD,WHEELERS HILL,"3150"
"1","14","",ROTHERWOOD,AVENUE,MITCHAM,"3132"
"3","5","",EVANS,STREET,CHADSTONE,"3148"
"703","4","",LARISSA,AVENUE,RINGWOOD,"3134"
"","213","",NORMANBY,ROAD,NOTTING HILL,"3168"
"2","7","",COLLETT,AVENUE,RINGWOOD,"3134"
"","5","",WILLIAM,STREET,MITCHAM,"3132"
"38","25","37",HUNTINGDALE,ROAD,BURWOOD,"3125"
"60A","1","",MAIN,STREET,BOX HILL,"3128"
"","20","",NEWCASTLE,DRIVE,MULGRAVE,"3170"
"3","1","3",ASHTED,ROAD,BOX HILL,"3128"
"","328","",MONT ALBERT,ROAD,MONT ALBERT,"3127"
"370","242","",JELLS,ROAD,WHEELERS HILL,"3150"
"18","1","",ROYTON,STREET,BURWOOD EAST,"3151"
"2","4","",EDNA,STREET,MOUNT WAVERLEY,"3149"
"26","195","",WELLINGTON,ROAD,CLAYTON,"3168"
"116","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"4","2","8",JAMES,STREET,BOX HILL,"3128"
G28,"386","",BURWOOD,HIGHWAY,BURWOOD,"3125"
"104","187","",REYNOLDS,ROAD,DONCASTER EAST,"3109"
"","1","9",HERRIOTTS,BOULEVARD,GLEN WAVERLEY,"3150"
"3","4","",KINGSNORTH,STREET,DONCASTER,"3108"
"","60","",LECHTE,ROAD,MOUNT WAVERLEY,"3149"
"","38","",LEBANON,CRESCENT,MULGRAVE,"3170"
"","22","",ROBERTS,STREET,GLEN WAVERLEY,"3150"
"","8","",MOUNTAIN,LANE,RINGWOOD,"3134"
"","76","78",MAHONEYS,ROAD,FOREST HILL,"3131"
"19","288","",WHITEHORSE,ROAD,NUNAWADING,"3131"
"401","10","",BRUCE,STREET,BOX HILL,"3128"
"2","38","",MANOON,ROAD,CLAYTON SOUTH,"3169"
"1","20","",ROBERTS,AVENUE,BOX HILL SOUTH,"3128"
"503","19","21",HANOVER,STREET,OAKLEIGH,"3166"
"205","379","381",BURWOOD,HIGHWAY,BURWOOD,"3125"
